index,ID_UEV,postal_code,tract,street_name,street_number
51352,2096617,H1R 2J9,604.05,rue Salvaye  (SLN),9206
51353,2026388,H1Z 1G3,260.0,rue Champdoré  (MTL),3463
51355,2024000,H1Z 2X9,256.0,9e Avenue  (MTL),8832
51356,2024002,H1Z 2X9,256.0,9e Avenue  (MTL),8828
51362,2024004,H1Z 3A2,256.0,9e Avenue  (MTL),8824
51363,2024284,H1Z 2X9,256.0,8e Avenue  (MTL),8865
51364,2097065,H1R 1B4,604.01,boulevard des Grandes-Prairies  (MTL+SLN),5562
51366,2096066,H1P 3C4,605.04,rue Nobel  (SLN),9059
51378,2070072,H1H 4N9,615.0,avenue de Rome  (MTN),10766
51379,2070074,H1H 4P3,615.0,avenue de Rome  (MTN),10823
51384,2026390,H1Z 1G3,260.0,rue Champdoré  (MTL),3469
51392,2024286,H1Z 2X9,256.0,8e Avenue  (MTL),8871
51405,2022522,H1Z 3J6,261.0,12e Avenue  (MTL),9110
51411,2096355,H1P 1A7,605.04,boulevard Couture  (SLN),5912
51413,2096357,H1P 1A8,605.04,boulevard Couture  (SLN),5922
51428,2096311,H1R 1C7,604.05,boulevard Couture  (SLN),5302
51429,2096313,H1R 1C7,604.05,boulevard Couture  (SLN),5312
51444,2096587,H1R 1A8,604.05,rue De Ségur  (SLN),9282
51467,2068428,H1H 5G1,619.0,avenue Audoin  (MTN),11053
51470,2069054,H1H 4Z4,613.0,avenue de Belleville  (MTN),10217
51471,2069056,H1H 4Z6,613.0,avenue de Belleville  (MTN),10329
51477,2026268,H1Z 1J6,262.0,rue de Louvain Est  (MTL),2608
51481,2084984,H1G 6K8,610.07,boulevard Léger  (MTN),6205
51484,2026443,H1Z 1H3,260.0,rue Bressani  (MTL),3482
51488,2024958,H1Z 2T8,262.0,6e Avenue  (MTL),9080
51490,2024960,H1Z 1N3,262.0,6e Avenue  (MTL),9074
51501,2019881,H1Z 1J4,259.0,50e Rue  (MTL),4157
51523,2024684,H1Z 2V7,262.0,7e Avenue  (MTL),9206
51525,2024686,H1Z 2V7,262.0,7e Avenue  (MTL),9200
51545,2023909,H1Z 1N7,262.0,9e Avenue  (MTL),9064
51557,2020437,H1Z 1G7,260.0,16e Avenue  (MTL),9308
51564,2024350,H1Z 2W9,262.0,8e Avenue  (MTL),9027
51566,2024352,H1Z 1N7,262.0,8e Avenue  (MTL),9033
51590,2024370,H1Z 2Y4,262.0,8e Avenue  (MTL),9099
51594,2025290,H1Z 1J6,263.0,2e Avenue  (MTL),9246
51595,2024691,H1Z 2V7,262.0,7e Avenue  (MTL),9188
51607,2022897,H1Z 3G2,256.0,boulevard Saint-Michel  (MTL+MTN),8774
51614,2021315,H1Z 1K4,261.0,14e Avenue  (MTL),9194
51615,2021808,H1Z 1K4,261.0,13e Avenue  (MTL),9173
51623,2020434,H1Z 1G7,260.0,16e Avenue  (MTL),9331
51626,2021386,H1Z 3L3,261.0,14e Avenue  (MTL),8984
51627,2023190,H1Z 3C1,256.0,10e Avenue  (MTL),8765
51631,2025615,H1Z 2R4,263.0,rue D'Iberville  (MTL),9372
51633,2024603,H1Z 2V4,256.0,7e Avenue  (MTL),8845
51654,2022444,H1Z 3K1,260.0,12e Avenue  (MTL),9322
51655,2140011,H1H 2S1,613.0,rue Fleury Est  (MTL+MTN),3532
51662,2022524,H1Z 3J6,261.0,12e Avenue  (MTL),9100
51664,2022526,H1Z 3J6,261.0,12e Avenue  (MTL),9090
51665,2021279,H1Z 3P3,260.0,14e Avenue  (MTL),9271
51667,2020201,H1Z 1G9,259.0,54e Rue  (MTL),4176
51676,2024041,H1Z 1W6,256.0,9e Avenue  (MTL),8740
51694,2022528,H1Z 1P2,261.0,12e Avenue  (MTL),9080
51697,2022388,J0L 0B3,261.0,12e Avenue  (MTL),9175
51705,2021288,H1Z 1G5,260.0,14e Avenue  (MTL),9310
51706,2021290,H1Z 1G5,260.0,14e Avenue  (MTL),9300
51711,2022390,J0L 0B3,261.0,12e Avenue  (MTL),9181
51717,2023211,H1Z 3C1,256.0,10e Avenue  (MTL),8831
51726,2094922,H1R 1J2,604.05,boulevard Lavoisier  (SLN),5039
51739,2020874,H1Z 1P7,261.0,15e Avenue  (MTL),9088
51741,2020876,H1Z 1P7,261.0,15e Avenue  (MTL),9082
51743,2023202,H1Z 3C1,256.0,10e Avenue  (MTL),8801
51760,2069161,H1H 5A2,614.0,avenue de Belleville  (MTN),10848
51762,2069164,H1H 5A1,614.0,avenue de Belleville  (MTN),10861
51763,2069165,H1H 5A2,614.0,avenue de Belleville  (MTN),10872
51772,2023430,H1Z 3C2,256.0,10e Avenue  (MTL),8882
51776,2023244,H1Z 3C3,262.0,10e Avenue  (MTL),8979
51807,2025688,H1Z 2R3,262.0,rue D'Iberville  (MTL),9132
51809,2021906,H1Z 3L5,261.0,13e Avenue  (MTL),9100
51837,2021498,H1Z 3M5,257.0,14e Avenue  (MTL),8680
51842,2021712,H1Z 1V2,261.0,13e Avenue  (MTL),8887
51854,2026132,H1Z 1V3,261.0,avenue Émile-Journault  (MTL),3449
51855,2026134,H1Z 1V3,261.0,avenue Émile-Journault  (MTL),3453
51857,2026136,H1Z 1V3,261.0,avenue Émile-Journault  (MTL),3459
51873,2020524,H1Z 3P7,261.0,16e Avenue  (MTL),9142
51885,2019972,H1Z 1H9,259.0,boulevard des Grandes-Prairies  (MTL+SLN),4166
51903,2021802,H1Z 3L4,261.0,13e Avenue  (MTL),9161
51904,2021804,H1Z 3L4,261.0,13e Avenue  (MTL),9165
51908,2021806,H1Z 1K4,261.0,13e Avenue  (MTL),9169
51955,2026520,H1Z 1H2,260.0,rue Bressani  (MTL),3365
51961,2020963,H1Z 3N7,257.0,15e Avenue  (MTL),8662
51966,2023437,H1Z 3C2,256.0,10e Avenue  (MTL),8858
51988,2073669,H1H 3E8,618.0,avenue Bellevois  (MTN),11728
51991,2020929,H1Z 3N8,257.0,15e Avenue  (MTL),8778
52005,2020880,H1Z 1P7,261.0,15e Avenue  (MTL),9070
52013,2020868,H1Z 3N1,261.0,15e Avenue  (MTL),9102
52023,2070062,H1H 4N9,615.0,avenue de Rome  (MTN),10712
52029,2020280,H1Z 1E5,259.0,56e Rue  (MTL),4142
52051,2024304,H1Z 1T3,262.0,8e Avenue  (MTL),8935
52052,2022752,H1Z 3G7,260.0,boulevard Saint-Michel  (MTL+MTN),9255
52056,2021870,H1Z 3L5,261.0,13e Avenue  (MTL),99999
52073,2021041,H1Z 1Y4,257.0,14e Avenue  (MTL),8575
52083,2020558,H1Z 3P7,261.0,16e Avenue  (MTL),9066
52084,2022253,H1Z 3J1,257.0,12e Avenue  (MTL),8611
52087,2022257,H1Z 3J1,257.0,12e Avenue  (MTL),8625
52091,2021871,H1Z 3J7,261.0,12e Avenue  (MTL),99999
52119,2021407,H1Z 3M8,261.0,14e Avenue  (MTL),8944
52120,2021409,H1Z 3M8,261.0,14e Avenue  (MTL),8940
52121,2021412,H1Z 3L1,261.0,14e Avenue  (MTL),8932
52124,2026464,H1Z 1H3,260.0,rue Bressani  (MTL),3398
52126,2026466,H1Z 1H3,260.0,rue Bressani  (MTL),3402
52127,2091889,H1R 1P8,604.03,boulevard Robert  (SLN),5157
52128,2018366,H1Z 1X5,258.0,24e Avenue  (MTL),8750
52140,2070410,H1H 4K2,613.0,avenue de Paris  (MTN),10532
52141,2070411,H1H 4K2,613.0,avenue de Paris  (MTN),10538
52142,2021954,H1Z 1V1,257.0,13e Avenue  (MTL),8840
52159,2070430,H1H 4K7,615.0,avenue de Paris  (MTN),10759
52171,2026445,H1Z 1H3,260.0,rue Bressani  (MTL),3478
52173,2021506,H1Z 3M5,257.0,14e Avenue  (MTL),8656
52174,2021508,H1Z 3M5,257.0,14e Avenue  (MTL),8650
52175,2021510,H1Z 3M5,257.0,14e Avenue  (MTL),8646
52178,2026408,H1Z 1G3,260.0,rue Champdoré  (MTL),3537
52181,2021490,H1Z 1X1,257.0,14e Avenue  (MTL),8702
52182,2021492,H1Z 3M5,257.0,14e Avenue  (MTL),8696
52183,2021494,H1Z 3M5,257.0,14e Avenue  (MTL),8690
52184,2021496,H1Z 3M5,257.0,14e Avenue  (MTL),8686
52188,2021052,H1Z 3M4,257.0,14e Avenue  (MTL),8603
52190,2021054,H1Z 3M4,257.0,14e Avenue  (MTL),8607
52201,2018864,H1Z 3V1,258.0,boulevard Pie-IX  (MTL+MTN+SLN),8815
52203,2018866,H1Z 3V2,258.0,boulevard Pie-IX  (MTL+MTN+SLN),8825
52204,2020268,H1Z 1E5,259.0,56e Rue  (MTL),4158
52209,2026146,H1Z 1P6,261.0,rue Legendre Est  (MTL),3622
52225,2023962,H1Z 3A4,262.0,9e Avenue  (MTL),8924
52233,2024033,H1Z 1W7,256.0,9e Avenue  (MTL),8756
52234,2018868,H1Z 3V2,258.0,boulevard Pie-IX  (MTL+MTN+SLN),8835
52249,2083231,H1H 2V3,612.0,rue Majeau  (MTN),4110
52251,2021694,H1Z 3M6,257.0,13e Avenue  (MTL),8837
52253,2021696,H1Z 3M6,257.0,13e Avenue  (MTL),8841
52254,2021700,H1Z 1V1,257.0,13e Avenue  (MTL),8849
52269,2020931,H1Z 3N8,257.0,15e Avenue  (MTL),8772
52270,2025193,H1Z 2T2,263.0,2e Avenue  (MTL),9279
52305,2025195,H1Z 2T2,263.0,2e Avenue  (MTL),9283
52338,2017884,H1Z 1L8,259.0,25e Avenue  (MTL),9184
52340,2017701,H1Z 1R6,259.0,25e Avenue  (MTL),9037
52341,2079189,H1G 4N1,617.01,avenue des Violettes  (MTN),11671
52344,2021048,H1Z 3M4,257.0,14e Avenue  (MTL),8593
52350,2020917,H1Z 3N8,257.0,15e Avenue  (MTL),8806
52362,2021851,H1Z 3J9,260.0,13e Avenue  (MTL),9280
52375,2022323,H1Z 1V1,257.0,12e Avenue  (MTL),8841
52381,2076787,H1G 5G7,617.02,avenue Brunet  (MTN),12033
52384,2020918,H1Z 3N8,257.0,15e Avenue  (MTL),8802
52385,2020920,H1Z 3N8,257.0,15e Avenue  (MTL),8798
52392,2024734,H1Z 2V7,262.0,7e Avenue  (MTL),9068
52393,2021852,H1Z 3J9,260.0,13e Avenue  (MTL),9270
52429,2145973,H1H 4T9,619.0,boulevard Saint-Vital  (MTN),11375
52448,2025637,H1Z 2R4,263.0,rue D'Iberville  (MTL),9268
52463,2081455,H1H 2X6,613.0,rue Sabrevois  (MTN),3906
52478,2092884,H1R 2H4,604.01,rue Marjolaine  (SLN),8765
52492,2025412,H1Z 2S4,262.0,2e Avenue  (MTL),8906
52495,2069898,H1H 4R6,615.0,avenue de Bruxelles  (MTN),10626
52496,2093603,H1P 1E9,605.02,rue Belherbe  (SLN),5930
52507,2017990,H1Z 4B5,258.0,25e Avenue  (MTL),8870
52529,2017896,H1Z 1L8,259.0,25e Avenue  (MTL),9138
52530,2017898,H1Z 1L8,259.0,25e Avenue  (MTL),9134
52544,2019451,H1Z 1R1,259.0,43e Rue  (MTL),99999
52545,2019454,H1Z 1R4,259.0,43e Rue  (MTL),4199
52577,2022830,H1Z 3G5,262.0,boulevard Saint-Michel  (MTL+MTN),9088
52586,2023352,H1Z 3C6,262.0,10e Avenue  (MTL),9120
52591,3016414,H2B 2Z8,274.0,rue J.-J.-Gagnier  (MTL),10240
52604,2026485,H1Z 1H3,260.0,rue Bressani  (MTL),3354
52609,2071995,H1H 3S4,616.0,avenue Pelletier  (MTN),11450
52612,2022832,H1Z 3G5,262.0,boulevard Saint-Michel  (MTL+MTN),9078
52613,2022834,H1Z 3G5,262.0,boulevard Saint-Michel  (MTL+MTN),9070
52628,2022903,H1Z 1W8,256.0,boulevard Saint-Michel  (MTL+MTN),8754
52632,2021125,H1Z 3M7,257.0,14e Avenue  (MTL),8817
52634,2068714,H1H 5B2,613.0,avenue Lausanne  (MTN),10072
52674,2069928,H1H 4R8,615.0,avenue de Bruxelles  (MTN),10849
52690,2021203,H1Z 1P4,261.0,14e Avenue  (MTL),9017
52695,2020132,H1Z 1H5,259.0,53e Rue  (MTL),4181
52697,2069311,H1H 4Y6,614.0,avenue du Parc-Georges  (MTN),10707
52698,2069312,H1H 4Y6,614.0,avenue du Parc-Georges  (MTN),10709
52699,2069314,H1H 4Y6,614.0,avenue du Parc-Georges  (MTN),10715
52705,2087260,H1G 1T1,610.03,rue Pascal  (MTN),6073
52712,2024730,H1Z 2V7,262.0,7e Avenue  (MTL),9080
52715,2023887,H1Z 3A6,262.0,9e Avenue  (MTL),9130
52717,2017870,H1Z 4E1,259.0,25e Avenue  (MTL),9212
52730,2017810,H1Z 4E4,259.0,25e Avenue  (MTL),9340
52734,2018000,H1Z 1Z2,258.0,25e Avenue  (MTL),8510
52741,2018235,H1Z 4A1,259.0,24e Avenue  (MTL),9113
52743,2018239,H1Z 4A1,259.0,24e Avenue  (MTL),9123
52759,2067823,H1H 5J8,614.0,avenue Oscar  (MTN),10785
52771,2024865,H1Z 2T9,262.0,6e Avenue  (MTL),9091
52779,2017721,H1Z 1M9,259.0,25e Avenue  (MTL),9109
52783,2017808,H1Z 4E4,259.0,25e Avenue  (MTL),9344
52784,2017872,H1Z 4E1,259.0,25e Avenue  (MTL),9208
52787,2017892,H1Z 1L8,259.0,25e Avenue  (MTL),9146
52797,2096589,H1R 1A8,604.05,rue De Ségur  (SLN),9286
52799,2096591,H1R 1A8,604.05,rue De Ségur  (SLN),9290
52800,2094607,H1R 3Y5,604.04,rue Jean-Paul-II  (SLN),4552
52806,2020138,H1Z 1H5,259.0,53e Rue  (MTL),4189
52812,2024904,H1Z 1J8,262.0,6e Avenue  (MTL),9211
52814,2025577,H1Z 2R5,263.0,rue D'Iberville  (MTL),9273
52815,2025580,H1Z 2R5,263.0,rue D'Iberville  (MTL),9277
52818,2022314,H1Z 3J2,257.0,12e Avenue  (MTL),8821
52819,2022316,H1Z 3J2,257.0,12e Avenue  (MTL),8825
52820,2022317,H1Z 3J2,257.0,12e Avenue  (MTL),8829
52821,2022319,H1Z 1V1,257.0,12e Avenue  (MTL),8833
52824,2081605,H1H 2M1,613.0,rue Prieur Est  (MTL+MTN),3794
52866,2022404,H1Z 3J9,260.0,12e Avenue  (MTL),9231
52877,2022250,H1Z 3J1,257.0,12e Avenue  (MTL),8603
52886,2087282,H1G 1T5,610.05,rue Pascal  (MTN),6301
52891,2019536,H1Z 1P8,259.0,44e Rue  (MTL),4179
52893,2019543,H1Z 1P8,259.0,44e Rue  (MTL),4191
52903,2071976,H1H 3S2,616.0,avenue Pelletier  (MTN),11276
52911,2025035,H1Z 2T5,256.0,6e Avenue  (MTL),8890
52926,2021102,H1Z 1X1,257.0,14e Avenue  (MTL),8733
52933,2022398,J0L 0B3,260.0,12e Avenue  (MTL),9201
52938,2026382,H1Z 1G3,260.0,rue Champdoré  (MTL),3447
52945,2096329,H1R 1E3,604.01,boulevard Couture  (SLN),5610
52956,2096363,H1P 1A9,605.04,boulevard Couture  (SLN),6006
52957,2096365,H1P 1A9,605.04,boulevard Couture  (SLN),6026
52984,2096599,H1R 2J8,604.01,rue Salvaye  (SLN),9165
53008,2021056,H1Z 3M4,257.0,14e Avenue  (MTL),8611
53014,2024736,H1Z 2V7,262.0,7e Avenue  (MTL),9064
53015,2024739,H1Z 2V7,262.0,7e Avenue  (MTL),9060
53016,2024740,H1Z 2V7,262.0,7e Avenue  (MTL),9056
53018,2097068,H1R 1B5,604.01,boulevard des Grandes-Prairies  (MTL+SLN),5572
53023,2067694,H1H 5K7,619.0,avenue Wilfrid-Saint-Louis  (MTN),11050
53030,2071662,H1H 3T5,616.0,avenue Garon  (MTN),11217
53031,2071664,H1H 3T5,616.0,avenue Garon  (MTN),11231
53034,2024400,H1Z 1K1,262.0,8e Avenue  (MTL),9189
53043,2089085,H1G 3T3,610.05,avenue Jubinville  (MTN),11995
53079,2024455,H1Z 2Y3,262.0,8e Avenue  (MTL),8962
53084,2023739,H1Z 3A3,256.0,9e Avenue  (MTL),8839
53100,2025327,H1Z 2S8,262.0,2e Avenue  (MTL),9132
53131,2017992,H1Z 4B5,258.0,25e Avenue  (MTL),8860
53133,2018349,H1Z 3Z8,258.0,24e Avenue  (MTL),8840
53161,2025128,H1Z 2T8,262.0,2e Avenue  (MTL),9085
53186,2096756,H1R 2J1,604.01,rue Chopin  (SLN),9330
53221,2095789,H1P 1B8,605.04,rue Le Normand  (SLN),6095
53227,2020084,H1Z 1H4,259.0,53e Rue  (MTL),4182
53234,2020472,H1Z 3P9,260.0,16e Avenue  (MTL),9264
53235,2021194,H1Z 3M9,261.0,14e Avenue  (MTL),8975
53236,2021196,H1Z 3M9,261.0,14e Avenue  (MTL),8979
53238,2025349,H1Z 1N2,262.0,2e Avenue  (MTL),9066
53257,2069265,H1H 4Y3,613.0,avenue du Parc-Georges  (MTN),10358
53258,2069266,H1H 4Y3,613.0,avenue du Parc-Georges  (MTN),10364
53259,2069267,H1H 4Y4,613.0,avenue du Parc-Georges  (MTN),10365
53260,2096832,H1R 1C1,604.01,rue d' Alsace  (SLN),5540
53264,2069604,H1H 4V5,613.0,avenue des Laurentides  (MTN),10486
53285,2023974,H1Z 1T3,262.0,9e Avenue  (MTL),8900
53297,2069607,H1H 4V5,613.0,avenue des Laurentides  (MTN),10502
53298,2069608,H1H 4V6,613.0,avenue des Laurentides  (MTN),10499
53309,2021617,H1Z 3K6,257.0,13e Avenue  (MTL),8611
53310,2024635,H1Z 1T1,262.0,7e Avenue  (MTL),8949
53311,2024637,H1Z 1T1,262.0,7e Avenue  (MTL),8953
53313,2024640,H1Z 2V5,262.0,7e Avenue  (MTL),8961
53339,2022448,H1Z 3J8,260.0,12e Avenue  (MTL),9310
53341,2022450,H1Z 3J8,260.0,12e Avenue  (MTL),9304
53346,2069839,H1H 4T9,619.0,boulevard Saint-Vital  (MTN),11361
53384,2096395,H1P 3J7,605.04,boulevard Couture  (SLN),6440
53387,2096646,H1R 2J5,604.01,rue de Villieu  (SLN),9205
53414,2017754,H1Z 4C8,259.0,25e Avenue  (MTL),9199
53422,2020274,H1Z 1E5,259.0,56e Rue  (MTL),4150
53458,2071740,H1H 3V1,618.0,avenue Garon  (MTN),11633
53470,2020081,H1Z 1H4,259.0,53e Rue  (MTL),4186
53481,2088264,H1G 2B5,610.06,rue Fiset  (MTN),6379
53499,2017956,H1Z 4B7,259.0,25e Avenue  (MTL),8966
53500,2017958,H1Z 4B7,259.0,25e Avenue  (MTL),8960
53504,2082232,H1G 2V2,610.02,boulevard Henri-Bourassa Est  (ANJ+MTE+MTL+MTN),6235
53517,2026493,H1Z 1H3,260.0,12e Avenue  (MTL),99999
53528,2026476,H1Z 1H3,260.0,rue Bressani  (MTL),3372
53536,2096975,H1R 3N4,604.02,boulevard des Grandes-Prairies  (MTL+SLN),4422
53538,2070447,H1H 4K8,615.0,avenue de Paris  (MTN),10910
53539,2096387,H1P 1A9,605.04,boulevard Couture  (SLN),6166
53555,2020816,H1Z 3N4,260.0,15e Avenue  (MTL),9210
53561,2026480,H1Z 1H3,260.0,rue Bressani  (MTL),3362
53565,2069742,H1H 4S9,613.0,boulevard Saint-Vital  (MTN),10440
53567,2069744,H1H 4S9,613.0,boulevard Saint-Vital  (MTN),10452
53568,2069746,H1H 4S9,613.0,boulevard Saint-Vital  (MTN),10458
53569,2096389,H1P 3G7,605.04,boulevard Couture  (SLN),6176
53575,2070169,H1H 4L7,613.0,avenue Plaza  (MTN),10155
53587,2019904,H1Z 1J4,259.0,50e Rue  (MTL),4205
53609,2096049,H1P 2Y4,605.04,rue Le Royer  (SLN),9086
53614,2069632,H1H 4V8,614.0,avenue des Laurentides  (MTN),10718
53619,2025603,H1Z 2R5,263.0,rue D'Iberville  (MTL),9361
53638,2069046,H1H 4Z4,613.0,avenue de Belleville  (MTN),10189
53648,2069110,H1H 4Z9,614.0,avenue de Belleville  (MTN),10643
53649,2095700,H1P 2L5,605.04,rue Boissonneault  (SLN),9130
53650,2095701,H1P 2L5,605.04,rue Boissonneault  (SLN),9136
53659,2021923,H1Z 3L3,261.0,13e Avenue  (MTL),8970
53660,2021929,H1Z 3L2,261.0,13e Avenue  (MTL),8924
53665,2023932,H1Z 3A5,262.0,9e Avenue  (MTL),8984
53667,2023934,H1Z 3A4,262.0,9e Avenue  (MTL),8980
53668,2076031,H1G 5L2,617.02,avenue Georges-Pichet  (MTN),11949
53732,2018552,H1Z 1Y8,258.0,23e Avenue  (MTL),8521
53734,2018554,H1Z 1Y8,258.0,23e Avenue  (MTL),8531
53741,2019804,H1Z 1L1,259.0,49e Rue  (MTL),4228
53749,2017880,H1Z 4C8,259.0,25e Avenue  (MTL),9192
53751,2017882,H1Z 4C8,259.0,25e Avenue  (MTL),9188
53767,2024300,H1Z 1T3,256.0,8e Avenue  (MTL),8913
53768,2068006,H1H 2R1,613.0,boulevard Saint-Michel  (MTL+MTN),10404
53787,2021916,H1Z 1P1,261.0,13e Avenue  (MTL),9010
53788,2021920,H1Z 3L3,261.0,13e Avenue  (MTL),8990
53825,2026478,H1Z 1H3,260.0,rue Bressani  (MTL),3366
53827,2020814,H1Z 3N4,260.0,15e Avenue  (MTL),9220
53834,2068188,H1H 5G2,619.0,avenue Mackay  (MTN),11026
53864,2017750,H1Z 4C8,259.0,25e Avenue  (MTL),9191
53874,2025096,H1Z 2T6,262.0,2e Avenue  (MTL),8971
53877,2017876,H1Z 4C8,259.0,25e Avenue  (MTL),9200
53884,2084328,H1H 1S1,615.0,rue Arthur-Champoux  (MTN),4032
53915,2020232,H1Z 1G8,259.0,54e Rue  (MTL),4151
53916,2019049,H1Z 2A6,258.0,rue Jean-Rivard  (MTL+SLN),4211
53917,2089257,H1G 3X4,610.03,avenue Corbeil  (MTN),12374
53924,2021914,H1Z 1P2,261.0,13e Avenue  (MTL),9060
53928,2025678,H1Z 2P9,262.0,rue D'Iberville  (MTL),9158
53929,2025680,H1Z 2R3,262.0,rue D'Iberville  (MTL),9154
53953,2019052,H1Z 1X8,258.0,rue du Parc-René-Goupil  (MTL),4251
53956,2019315,H1Z 1S5,259.0,41e Rue  (MTL+SLN),4141
53957,2024364,H1Z 1N7,262.0,8e Avenue  (MTL),9081
53959,2024366,H1Z 1N7,262.0,8e Avenue  (MTL),9087
53960,2085994,H1G 1Z8,617.01,rue des Tulipes  (MTN),5614
53963,2026447,H1Z 1H3,260.0,rue Bressani  (MTL),3474
53968,2070610,H1H 4H8,615.0,avenue de London  (MTN),10757
53974,2095936,H1P 2H7,605.04,rue Chenet  (SLN),9016
53979,2026468,H1Z 1H3,260.0,rue Bressani  (MTL),3392
53991,2080066,H1G 1V5,610.03,avenue Désy  (MTN),12002
53997,2026448,H1Z 1H3,260.0,rue Bressani  (MTL),3468
54005,2095937,H1P 2H7,605.04,rue Chenet  (SLN),9024
54006,2095939,H1P 2H7,605.04,rue Chenet  (SLN),9036
54007,2095940,H1P 2H7,605.04,rue Chenet  (SLN),9040
54010,2096179,H1R 1C9,604.05,boulevard Couture  (SLN),5317
54014,2096182,H1R 1E1,604.01,boulevard Couture  (SLN),5395
54043,2019319,H1Z 1S5,259.0,41e Rue  (MTL+SLN),4145
54044,2023302,H1Z 3C6,262.0,10e Avenue  (MTL),9121
54082,2021704,H1Z 1V1,257.0,13e Avenue  (MTL),8859
54086,2025380,H1Z 2R2,262.0,2e Avenue  (MTL),8970
54095,2020878,H1Z 1P7,261.0,15e Avenue  (MTL),9076
54121,2024880,H1Z 2T9,262.0,6e Avenue  (MTL),9139
54122,2024882,H1Z 2T9,262.0,6e Avenue  (MTL),9145
54134,2021042,H1Z 1Y4,257.0,14e Avenue  (MTL),8579
54136,2018264,H1Z 4A1,259.0,24e Avenue  (MTL),9163
54138,2018268,H1Z 4A2,259.0,24e Avenue  (MTL),9169
54141,2025660,H1Z 2R4,263.0,rue D'Iberville  (MTL),9200
54143,2025662,H1Z 2P9,262.0,rue D'Iberville  (MTL),9192
54144,2025664,H1Z 2P9,262.0,rue D'Iberville  (MTL),9186
54152,2024884,H1Z 2T9,262.0,6e Avenue  (MTL),9151
54161,2025376,H1Z 2R2,262.0,2e Avenue  (MTL),8978
54169,2017886,H1Z 4C9,259.0,25e Avenue  (MTL),99999
54171,2018274,H1Z 4A2,259.0,24e Avenue  (MTL),9179
54194,2025378,H1Z 2R2,262.0,2e Avenue  (MTL),8974
54219,2095690,H1P 2K2,605.04,rue Boissonneault  (SLN),9034
54220,2095769,H1P 1B6,605.04,rue Albert-Lozeau  (SLN),6070
54257,2077155,H1G 5C7,617.02,avenue Alfred  (MTN),12161
54239,2020078,H1Z 1H4,259.0,53e Rue  (MTL),4190
54266,2070700,H1H 4J5,619.0,avenue de London  (MTN),11410
54269,2070952,H1H 4E2,619.0,avenue Gariépy  (MTN),11485
54271,2067835,H1H 5K4,619.0,avenue Gingras  (MTN),11038
54292,2026340,H1Z 1G5,260.0,rue Champdoré  (MTL),3390
54293,2026342,H1Z 1G5,260.0,rue Champdoré  (MTL),3380
54295,2026345,H1Z 1G4,260.0,rue Champdoré  (MTL),3370
54299,2025605,H1Z 2R5,263.0,rue D'Iberville  (MTL),9365
54302,2025608,H1Z 2R5,263.0,rue D'Iberville  (MTL),9371
54311,2068827,H1H 5B5,614.0,avenue Lausanne  (MTN),10676
54316,2026495,H1Z 1G7,260.0,12e Avenue  (MTL),99999
54317,2026497,H1Z 1H3,260.0,12e Avenue  (MTL),99999
54319,2026499,H1Z 1H3,260.0,12e Avenue  (MTL),99999
54320,2026501,H1Z 1H3,260.0,12e Avenue  (MTL),99999
54321,2026503,H1Z 1H3,260.0,12e Avenue  (MTL),99999
54342,2024642,H1Z 2V5,262.0,7e Avenue  (MTL),8965
54343,2024643,H1Z 2V5,262.0,7e Avenue  (MTL),8969
54346,2020165,H1Z 1H1,259.0,54e Rue  (MTL),4270
54351,2088999,H1G 6E9,610.07,avenue Allard  (MTN),12701
54357,2019798,H1Z 1L1,259.0,49e Rue  (MTL),4236
54360,2026505,H1Z 1H3,260.0,12e Avenue  (MTL),99999
54363,2023179,H1Z 1W8,256.0,10e Avenue  (MTL),8735
54364,2023181,H1Z 1W8,256.0,10e Avenue  (MTL),8745
54374,2022015,H1Z 3K7,257.0,13e Avenue  (MTL),8666
54375,2021908,H1Z 3L5,261.0,13e Avenue  (MTL),9090
54379,2020225,H1Z 1G8,259.0,54e Rue  (MTL),4133
54393,2024259,H1Z 2X4,256.0,8e Avenue  (MTL),8783
54407,2096957,H1P 1A5,605.04,boulevard des Grandes-Prairies  (MTL+SLN),6245
54431,2067911,H1H 2X8,613.0,boulevard Saint-Michel  (MTL+MTN),9999
54437,2095727,H1P 2X3,605.04,rue de Mériel  (SLN),6032
54438,2095729,H1P 2V9,605.04,rue de Mériel  (SLN),6052
54439,2095732,H1P 2V9,605.04,rue de Mériel  (SLN),6082
54440,2095733,H1P 1B3,605.04,rue de Mériel  (SLN),6094
54458,2068847,H1H 5B4,614.0,avenue Lausanne  (MTN),10727
54462,2096030,H1P 2Y4,605.04,rue Le Royer  (SLN),9099
54463,2096031,H1P 2Y4,605.04,rue Le Royer  (SLN),9109
54467,2092890,H1R 2H3,604.01,rue Marjolaine  (SLN),8646
54469,2096236,H1P 3G7,605.04,boulevard Couture  (SLN),6291
54518,2068417,H1H 5E9,619.0,avenue Audoin  (MTN),11026
54519,2068419,H1H 5G1,619.0,avenue Audoin  (MTN),11027
54546,2068982,H1H 5A3,619.0,avenue de Belleville  (MTN),99999
54547,2069538,H1H 4V2,613.0,avenue des Laurentides  (MTN),9943
54548,2069540,H1H 4V1,613.0,avenue des Laurentides  (MTN),9952
54549,2069541,H1H 4V2,613.0,avenue des Laurentides  (MTN),9955
54552,2068422,H1H 5E9,619.0,avenue Audoin  (MTN),11034
